Transaction_ID,Date,Station_Name,OMC,City,Province,Fuel_Type,Price_Per_Liter_PKR,Volume_Sold_Liters,Total_Revenue_PKR,Payment_Method,Customer_Type
TXN-20253118,2026-08-24,Total Parco Islamabad G-11 Markaz Station,Total Parco,Islamabad,Islamabad ICT,High Speed Diesel,285.48,84.69,24177.3,Debit Card,Individual
TXN-20253119,2026-03-03,Cnergyico Sialkot Multan Road Filling Point,Cnergyico,Sialkot,Punjab,Super (92 Ron),274.47,24.91,6837.05,JazzCash,Government
TXN-20253120,16-Jul-25,Shell Sialkot Karsaz Service Station,Shell,Sialkot,Punjab,CNG,212.85,105.29,22410.98,Mobile Wallet,Corporate
TXN-20253121,2025-09-05,Hascol Multan Super Highway Station,Hascol,Multan,Punjab,High Speed Diesel,273.75,93.12,25491.6,Credit Card,Corporate
TXN-20253122,2025-03-27,PSO Karachi Defence Filling Point,PSO,Karachi,Sindh,Super (92 Ron),262.38,13.56,3557.87,credit card,individual
TXN-20253123,2025-10-22,Hascol Lahore Super Highway Station,Hascol,Lahore,Punjab,CNG,210.07,8950.17,1880162.21,CASH,Government
TXN-20253124,2025-08-13,Total Parco Rawalpindi Thokar Niaz Baig Station,Total Parco,Rawalpindi,Punjab,Super (92 Ron),266.71,103.37,,Mobile Wallet,Corporate
TXN-20253125,2025-08-24,PSO Multan Clifton Service Station,PSO,Multan,Punjab,Hi-Octane (97 Ron),324.23,36.55,11850.61,CASH,Corporate
TXN-20253126,2025-09-18,Total Parco Karachi Thokar Niaz Baig Station,Total Parco,Karachi,Sindh,Hi-Octane (97 Ron),303.68,97.01,29460.0,JazzCash,Government
TXN-20253127,2026-04-03,Cnergyico Lahore Hub River Road Pump,Cnergyico,Lahore,Punjab,CNG,201.33,4204.54,846500.04,JazzCash,Individual
TXN-20253128,2025-10-05,PSO Sialkot Cantt Filling Point,PSO,Sialkot,Punjab,CNG,211.31,25.82,5456.02,Credit Card,individual
TXN-20253129,2025-03-17,Shell Karachi University Road Pump,Shell,Karachi,Sindh,CNG,209.4,90.45,18940.23,cash,Corporate Fleet
TXN-20253130,2026-05-22,Hascol Multan Hayatabad Filling Station,Hascol,Multan,Punjab,High Speed Diesel,296.7,122.41,36319.05,Debit Card,individual
TXN-20253131,24-Sep-25,Hascol Karachi Ferozepur Road Pump,Hascol,Karachi,Sindh,High Speed Diesel,279.61,54.66,15283.48,JazzCash,Government
TXN-20253132,2025-07-25,Shell Multan University Road Pump,Shell,Multan,Punjab,Super (92 Ron),275.32,36.97,10178.58,cash,individual
TXN-20253133,2026-07-18,Cnergyico Quetta Multan Road Filling Point,Cnergyico,Quetta,Balochistan,High Speed Diesel,285.6,23.95,6840.12,Cash,Corporate
TXN-20253134,2025-04-13,Attock Petroleum Rawalpindi Khyber Pass Pump,Attock Petroleum,Rawalpindi,Punjab,Super (92 Ron),284.32,104.53,29719.97,JazzCash,individual
TXN-20253135,2025-10-13,Cnergyico Karachi Hub River Road Pump,Cnergyico,Karachi,Sindh,Super (92 Ron),265.54,149.01,39568.12,JazzCash,Corporate
TXN-20253136,21/02/2026,Hascol Multan Ferozepur Road Pump,Hascol,Multan,Punjab,Hi-Octane (97 Ron),311.6,24.62,7671.59,cash,Individual
TXN-20253137,2026-01-12,PSO Sialkot Blue Area Station,PSO,Sialkot,Punjab,High Speed Diesel,304.87,110.49,33685.09,Credit Card,individual
TXN-20253138,2025-04-20,Shell Peshawar Mall Road Station,Shell,Peshawar,KPK,CNG,210.32,147.54,31030.61,cash,Corporate
TXN-20253139,2026-07-30,Attock Petroleum Faisalabad Motorway Service Area,Attock Petroleum,Faisalabad,Punjab,High Speed Diesel,279.47,65.9,18417.07,cash,Agriculture
TXN-20253140,2026-02-26,Hascol Multan Super Highway Station,Hascol,Multan,Punjab,CNG,,141.92,,Fleet Card,individual
TXN-20253141,02-Jul-25,Attock Petroleum Faisalabad Motorway Service Area,Attock Petroleum,Faisalabad,Punjab,High Speed Diesel,302.24,,,Cash,Corporate
TXN-20253142,2025-06-03,Hascol Peshawar Super Highway Station,Hascol,Peshawar,KPK,Super (92 Ron),266.79,118.21,31537.25,CASH,Government
TXN-20253143,2026-04-09,PSO Multan Defence Filling Point,PSO,Multan,Punjab,Super (92 Ron),270.01,143.53,38754.54,JazzCash,Corporate
TXN-20253144,2025-10-21,Shell Peshawar Gulberg Station,Shell,Peshawar,KPK,CNG,201.37,133.16,26814.43,cash,Agriculture
TXN-20253145,2026-05-21,Hascol Islamabad Super Highway Station,Hascol,Islamabad,Islamabad ICT,High Speed Diesel,295.58,103.85,30695.98,Credit Card,individual
TXN-20253146,2025-12-25,Cnergyico Karachi Multan Road Filling Point,Cnergyico,Karachi,Sindh,Hi-Octane (97 Ron),310.72,58.66,18226.84,,Individual
TXN-20253147,24/07/2026,PSO Rawalpindi GT Road Service,PSO,Rawalpindi,Punjab,CNG,205.07,86.59,17757.01,Mobile Wallet,Individual
TXN-20253148,2026-04-26,Attock Petroleum Faisalabad Saddar Filling Station,Attock Petroleum,Faisalabad,Punjab,Hi-Octane (97 Ron),301.05,81.83,24634.92,Mobile Wallet,Government
TXN-20253149,2025-01-23,Cnergyico Peshawar Hub River Road Pump,Cnergyico,Peshawar,KPK,High Speed Diesel,273.84,47.62,13040.26,JazzCash,Corporate
TXN-20253150,2025-05-04,Attock Petroleum Lahore Motorway Service Area,Attock Petroleum,Lahore,Punjab,Hi-Octane (97 Ron),303.89,18.74,6833.88,cash,Agriculture
TXN-20253151,2025-05-03,Shell Sialkot F-7 Markaz Pump,Shell,Sialkot,Punjab,CNG,217.48,113.54,24692.68,Debit Card,Individual
TXN-20253152,2025-07-17,Cnergyico Lahore Murree Road Station,Cnergyico,Lahore,Punjab,Hi-Octane (97 Ron),326.2,10274.29,3351473.4,Credit Card,Government
TXN-20253153,2025-08-24,Total Parco Faisalabad Jail Road Petrol Pump,Total Parco,Faisalabad,Punjab,Hi-Octane (97 Ron),321.08,122.41,39303.4,EasyPaisa,Government
TXN-20253154,2025-06-13,Hascol Faisalabad Ferozepur Road Pump,Hascol,Faisalabad,Punjab,CNG,201.71,107.26,21635.41,Mobile Wallet,Individual
TXN-20253155,2025-11-03,Cnergyico Multan Multan Road Filling Point,Cnergyico,Multan,Punjab,Hi-Octane (97 Ron),308.48,124.46,38393.42,credit card,individual
TXN-20253156,2026-01-20,Shell Multan University Road Pump,Shell,Multan,Punjab,CNG,210.61,113.41,23885.28,JazzCash,Agriculture
TXN-20253157,02-Feb-25,Shell Faisalabad Gulberg Station,Shell,Faisalabad,Punjab,CNG,203.95,4006.33,817091.0,Fleet Card,individual
TXN-20253158,2026-05-24,Hascol Sialkot Super Highway Station,Hascol,Sialkot,Punjab,Super (92 Ron),282.84,65.65,18568.45,credit card,Corporate
TXN-20253159,2025-04-29,Total Parco Karachi Shahrah-e-Faisal Point,Total Parco,Karachi,Sindh,CNG,211.99,50.95,10800.89,Debit Card,Corporate Fleet
TXN-20253160,2025-08-24,Hascol Peshawar Super Highway Station,Hascol,Peshawar,KPK,CNG,206.57,135.76,28043.94,Cash,individual
TXN-20253161,2025-11-17,Cnergyico Rawalpindi Murree Road Station,Cnergyico,Rawalpindi,Punjab,Super (92 Ron),286.24,59.63,,Mobile Wallet,Corporate
TXN-20253162,2026-03-01,Total Parco Karachi Jail Road Petrol Pump,Total Parco,Karachi,Sindh,High Speed Diesel,281.7,92.32,26006.54,Fleet Card,Corporate
TXN-20253163,2026-04-06,Hascol Multan Ferozepur Road Pump,Hascol,Multan,Punjab,High Speed Diesel,285.93,16.97,4852.23,EasyPaisa,Government
TXN-20253164,2025-08-24,PSO Faisalabad Clifton Service Station,PSO,Faisalabad,Punjab,High Speed Diesel,290.34,60.2,17478.47,Credit Card,Individual
TXN-20253165,2025-05-09,Shell Quetta Gulberg Station,Shell,Quetta,Balochistan,CNG,205.89,32.51,6693.48,Credit Card,
TXN-20253166,2026-05-09,Shell Peshawar Karsaz Service Station,Shell,Peshawar,KPK,Super (92 Ron),287.86,115.76,33322.67,credit card,Agriculture
TXN-20253167,2026-02-21,PSO Karachi Cantt Filling Point,PSO,Karachi,Sindh,Hi-Octane (97 Ron),315.95,31.78,10040.89,Mobile Wallet,Corporate Fleet
TXN-20253168,27/01/2026,Shell Faisalabad Karsaz Service Station,Shell,Faisalabad,Punjab,High Speed Diesel,295.48,11064.5,3269338.46,Cash,Agriculture
TXN-20253169,2026-04-19,Attock Petroleum Sialkot Saddar Filling Station,Attock Petroleum,Sialkot,Punjab,CNG,217.19,140.15,30439.18,Mobile Wallet,Individual
TXN-20253170,2025-05-25,Cnergyico Faisalabad Murree Road Station,Cnergyico,Faisalabad,Punjab,Hi-Octane (97 Ron),303.23,118.54,35944.88,Credit Card,individual
TXN-20253171,19-Sep-25,Cnergyico Rawalpindi Hub River Road Pump,Cnergyico,Rawalpindi,Punjab,Super (92 Ron),268.1,10573.98,,,individual
TXN-20253172,2026-06-11,PSO Rawalpindi Lytton Road Pump,PSO,Rawalpindi,Punjab,Super (92 Ron),271.27,133.29,36157.58,cash,Corporate Fleet
TXN-20253173,2025-08-30,Hascol Lahore Ferozepur Road Pump,Hascol,Lahore,Punjab,Hi-Octane (97 Ron),320.54,0.0,0.0,JazzCash,Agriculture
TXN-20253174,2026-08-01,Total Parco Karachi Shahrah-e-Faisal Point,Total Parco,Karachi,Sindh,CNG,201.91,102.73,20742.21,JazzCash,Corporate
TXN-20253175,2025-05-28,Shell Faisalabad Gulberg Station,Shell,Faisalabad,Punjab,Hi-Octane (97 Ron),310.5,112.07,34797.74,JazzCash,Individual
TXN-20253176,2025-05-12,Hascol Multan Hayatabad Filling Station,Hascol,Multan,Punjab,High Speed Diesel,302.44,98.0,29639.12,EasyPaisa,Individual
TXN-20253177,2025-07-15,Cnergyico Peshawar Murree Road Station,Cnergyico,Peshawar,KPK,Super (92 Ron),273.29,142.12,38839.97,EasyPaisa,Government
TXN-20253178,02-Jul-26,Shell Peshawar F-7 Markaz Pump,Shell,Peshawar,KPK,Hi-Octane (97 Ron),319.14,33.84,10799.7,credit card,individual
TXN-20253179,25-Aug-25,Total Parco Faisalabad Shahrah-e-Faisal Point,Total Parco,Faisalabad,Punjab,CNG,211.5,19.51,4126.37,CASH,Government
TXN-20253180,2025-06-27,Hascol Faisalabad Hayatabad Filling Station,Hascol,Faisalabad,Punjab,High Speed Diesel,292.27,41.67,12178.89,CASH,Corporate
TXN-20253181,08-Mar-26,Cnergyico Quetta Multan Road Filling Point,Cnergyico,Quetta,Balochistan,Hi-Octane (97 Ron),317.6,37.71,11976.7,EasyPaisa,Government
TXN-20253182,2025-10-20,PSO Islamabad GT Road Service,PSO,Islamabad,Islamabad ICT,High Speed Diesel,295.4,148.86,43973.24,EasyPaisa,Corporate Fleet
TXN-20253183,2025-06-23,PSO Peshawar Blue Area Station,PSO,Peshawar,KPK,High Speed Diesel,285.48,76.98,21976.25,Cash,Agriculture
TXN-20253184,2026-02-09,Hascol Rawalpindi Hayatabad Filling Station,Hascol,Rawalpindi,Punjab,High Speed Diesel,290.75,6.59,1916.04,EasyPaisa,Individual
TXN-20253185,2026-02-24,Shell Multan Karsaz Service Station,Shell,Multan,Punjab,Hi-Octane (97 Ron),9999.0,0.0,0.0,credit card,Government
TXN-20253186,2026-03-02,PSO Islamabad GT Road Service,PSO,Islamabad,Islamabad ICT,Super (92 Ron),266.99,9569.52,2554966.14,credit card,Corporate Fleet
TXN-20253187,2025-05-30,Shell Lahore F-7 Markaz Pump,Shell,Lahore,Punjab,Super (92 Ron),264.44,106.21,28086.17,Debit Card,Individual
TXN-20253188,2025-04-11,Attock Petroleum Islamabad Industrial Area Pump,Attock Petroleum,Islamabad,Islamabad ICT,High Speed Diesel,275.25,131.47,36187.12,Mobile Wallet,Corporate Fleet
TXN-20253189,2026-07-09,Cnergyico Multan Murree Road Station,Cnergyico,Multan,Punjab,CNG,218.28,144.23,31482.52,credit card,individual
TXN-20253189,2026-07-09,Cnergyico Multan Murree Road Station,Cnergyico,Multan,Punjab,CNG,218.28,144.23,31482.52,credit card,individual
TXN-20253190,2026-07-08,Shell Lahore Gulberg Station,Shell,Lahore,Punjab,CNG,,113.14,,CASH,Government
TXN-20253191,2025-09-23,PSO Peshawar Defence Filling Point,PSO,Peshawar,KPK,CNG,209.72,95.55,20038.75,CASH,Agriculture
TXN-20253192,2025-07-06,Shell Quetta Karsaz Service Station,Shell,Quetta,Balochistan,CNG,203.57,109.47,22284.81,Mobile Wallet,individual
TXN-20253193,2025-04-26,PSO Quetta Clifton Service Station,PSO,Quetta,Balochistan,High Speed Diesel,280.24,0.0,0.0,EasyPaisa,Corporate
TXN-20253194,2025-11-09,Cnergyico Multan Murree Road Station,Cnergyico,Multan,Punjab,Hi-Octane (97 Ron),320.39,6444.34,2064702.09,JazzCash,Individual
TXN-20253195,2026-03-17,PSO Islamabad Clifton Service Station,PSO,Islamabad,Islamabad ICT,CNG,216.08,90.06,19460.16,credit card,Corporate Fleet
TXN-20253196,2025-12-26,Cnergyico Lahore Multan Road Filling Point,Cnergyico,Lahore,Punjab,CNG,210.01,25.31,5315.35,Fleet Card,Corporate Fleet
TXN-20253197,2026-01-24,PSO Sialkot Cantt Filling Point,PSO,Sialkot,Punjab,Hi-Octane (97 Ron),311.41,49.91,15542.47,EasyPaisa,Corporate
TXN-20253198,2026-05-04,Hascol Islamabad Ferozepur Road Pump,Hascol,Islamabad,Islamabad ICT,High Speed Diesel,287.1,23.54,6758.33,Cash,Corporate Fleet
TXN-20253199,2025-01-10,Shell Karachi F-7 Markaz Pump,Shell,Karachi,Sindh,High Speed Diesel,289.2,57.81,16718.65,Cash,Agriculture
TXN-20253200,11-Sep-25,Cnergyico Lahore Multan Road Filling Point,Cnergyico,Lahore,Punjab,Hi-Octane (97 Ron),314.52,84.47,26567.5,CASH,Agriculture
TXN-20253201,2025-10-03,PSO Quetta Cantt Filling Point,PSO,Quetta,Balochistan,Super (92 Ron),286.43,66.11,18935.89,Fleet Card,Corporate Fleet
TXN-20253202,2025-03-03,Attock Petroleum Karachi Industrial Area Pump,Attock Petroleum,Karachi,Sindh,Hi-Octane (97 Ron),314.15,135.65,42614.45,CASH,individual
TXN-20253203,2025-11-20,Cnergyico Islamabad Murree Road Station,Cnergyico,Islamabad,Islamabad ICT,Super (92 Ron),9999.0,77.71,777022.29,Debit Card,Government
TXN-20253204,02/03/2025,Cnergyico Islamabad Multan Road Filling Point,Cnergyico,Islamabad,Islamabad ICT,Hi-Octane (97 Ron),297.16,782.67,232578.22,credit card,Corporate
TXN-20253205,2025-07-14,Attock Petroleum Lahore Saddar Filling Station,Attock Petroleum,Lahore,Punjab,CNG,201.25,84.33,16971.41,Credit Card,Agriculture
TXN-20253206,2026-06-26,Cnergyico Karachi Murree Road Station,Cnergyico,Karachi,Sindh,CNG,211.35,109.67,23178.75,Fleet Card,Agriculture
TXN-20253207,2025-02-06,Hascol Multan Super Highway Station,Hascol,Multan,Punjab,Super (92 Ron),287.05,20.29,5824.24,Credit Card,Corporate
TXN-20253208,2025-11-29,Cnergyico Peshawar Murree Road Station,Cnergyico,Peshawar,KPK,Super (92 Ron),261.63,33.79,8840.48,cash,Government
TXN-20253209,2026-03-08,Total Parco Islamabad Jail Road Petrol Pump,Total Parco,Islamabad,Islamabad ICT,Super (92 Ron),267.34,59.52,15912.08,Debit Card,individual
TXN-20253210,09-Jun-25,Total Parco Faisalabad Shahrah-e-Faisal Point,Total Parco,Faisalabad,Punjab,Hi-Octane (97 Ron),310.6,117.8,36588.68,Fleet Card,Corporate Fleet
TXN-20253211,2026-02-20,Cnergyico Quetta Multan Road Filling Point,Cnergyico,Quetta,Balochistan,Hi-Octane (97 Ron),9999.0,7.18,71792.82,credit card,Agriculture
TXN-20253212,03-Aug-26,Cnergyico Faisalabad Hub River Road Pump,Cnergyico,Faisalabad,Punjab,CNG,211.09,21.95,4633.43,Credit Card,Government
TXN-20253213,2026-04-03,PSO Lahore Clifton Service Station,PSO,Lahore,Punjab,Hi-Octane (97 Ron),321.3,64.26,20646.74,Credit Card,Corporate Fleet
TXN-20253214,2026-03-31,Total Parco Rawalpindi Thokar Niaz Baig Station,Total Parco,Rawalpindi,Punjab,High Speed Diesel,304.15,4125.81,1254865.11,CASH,Individual
TXN-20253215,2025-02-17,Total Parco Karachi Thokar Niaz Baig Station,Total Parco,Karachi,Sindh,High Speed Diesel,291.77,44.26,12913.74,Credit Card,Corporate Fleet
TXN-20253216,2025-09-27,Attock Petroleum Lahore Saddar Filling Station,Attock Petroleum,Lahore,Punjab,Super (92 Ron),271.97,10.04,,Fleet Card,Agriculture
TXN-20253217,2026-08-04,PSO Karachi Cantt Filling Point,PSO,Karachi,Sindh,Super (92 Ron),260.19,64.56,16797.87,Fleet Card,Agriculture
TXN-20253218,2025-01-07,Shell Sialkot University Road Pump,Shell,Sialkot,Punjab,Hi-Octane (97 Ron),324.85,40.58,13182.41,EasyPaisa,Corporate Fleet
TXN-20253219,2025-08-24,Cnergyico Faisalabad Multan Road Filling Point,Cnergyico,Faisalabad,Punjab,Hi-Octane (97 Ron),318.3,107.63,34258.63,credit card,Corporate Fleet
TXN-20253220,2026-08-15,PSO Faisalabad Lytton Road Pump,PSO,Faisalabad,Punjab,CNG,200.55,10.18,2041.6,JazzCash,Corporate Fleet
TXN-20253221,2026-06-30,Shell Lahore Mall Road Station,Shell,Lahore,Punjab,High Speed Diesel,297.56,78.07,23230.51,Mobile Wallet,individual
TXN-20253222,2025-02-03,Hascol Islamabad Hayatabad Filling Station,Hascol,Islamabad,Islamabad ICT,High Speed Diesel,277.85,65.66,,EasyPaisa,Corporate
TXN-20253223,2026-05-24,Hascol Rawalpindi Ferozepur Road Pump,Hascol,Rawalpindi,Punjab,Hi-Octane (97 Ron),323.71,23.15,7493.89,Fleet Card,Corporate
TXN-20253224,16-May-25,Shell Rawalpindi F-7 Markaz Pump,Shell,Rawalpindi,Punjab,Super (92 Ron),283.75,20.02,5680.68,EasyPaisa,Individual
TXN-20253225,2025-07-08,PSO Quetta Clifton Service Station,PSO,Quetta,Balochistan,Hi-Octane (97 Ron),317.49,67.45,21414.7,Fleet Card,Corporate
TXN-20253226,2026-06-03,Attock Petroleum Multan Motorway Service Area,Attock Petroleum,Multan,Punjab,Hi-Octane (97 Ron),312.78,126.35,39519.75,Credit Card,Individual
TXN-20253227,2025-11-12,Hascol Multan Ferozepur Road Pump,Hascol,Multan,Punjab,High Speed Diesel,283.83,50.46,14322.06,Credit Card,Government
TXN-20253228,2025-03-20,Total Parco Peshawar Thokar Niaz Baig Station,Total Parco,Peshawar,KPK,Super (92 Ron),284.47,19.19,5458.98,Debit Card,individual
TXN-20253229,2025-06-09,Total Parco Multan G-11 Markaz Station,Total Parco,Multan,Punjab,CNG,202.25,108.73,21990.64,Fleet Card,individual
TXN-20253230,2025-05-06,PSO Islamabad GT Road Service,PSO,Islamabad,Islamabad ICT,High Speed Diesel,273.55,7679.12,2100623.28,Credit Card,individual
TXN-20253231,2026-07-28,Attock Petroleum Karachi Industrial Area Pump,Attock Petroleum,Karachi,Sindh,Hi-Octane (97 Ron),320.65,7.66,2456.18,EasyPaisa,Corporate Fleet
TXN-20253232,2026-02-09,Total Parco Lahore G-11 Markaz Station,Total Parco,Lahore,Punjab,Super (92 Ron),262.09,8.36,2191.07,EasyPaisa,Government
TXN-20253233,2025-11-10,PSO Sialkot Blue Area Station,PSO,Sialkot,Punjab,CNG,201.61,7800.93,1572745.5,Debit Card,Corporate
TXN-20253234,20-Dec-25,Attock Petroleum Islamabad Motorway Service Area,Attock Petroleum,Islamabad,Islamabad ICT,Super (92 Ron),267.8,78.23,20949.99,Debit Card,Individual
TXN-20253235,2025-01-09,Hascol Quetta Super Highway Station,Hascol,Quetta,Balochistan,Hi-Octane (97 Ron),322.55,84.25,27174.84,cash,Government
TXN-20253236,2025-09-26,Total Parco Islamabad Thokar Niaz Baig Station,Total Parco,Islamabad,Islamabad ICT,Hi-Octane (97 Ron),301.32,,,credit card,Corporate
TXN-20253237,2025-09-02,Cnergyico Sialkot Hub River Road Pump,Cnergyico,Sialkot,Punjab,Hi-Octane (97 Ron),321.79,37.03,11915.88,Credit Card,individual
TXN-20253238,13-Dec-25,Hascol Rawalpindi Super Highway Station,Hascol,Rawalpindi,Punjab,CNG,208.92,73.17,15286.68,CASH,Individual
TXN-20253239,13-Mar-25,Total Parco Quetta Shahrah-e-Faisal Point,Total Parco,Quetta,Balochistan,Hi-Octane (97 Ron),329.21,113.07,37223.77,CASH,Agriculture
TXN-20253240,2025-06-03,Hascol Islamabad Hayatabad Filling Station,Hascol,Islamabad,Islamabad ICT,Hi-Octane (97 Ron),305.33,19.86,6063.85,EasyPaisa,individual
TXN-20253241,15/06/2026,Shell Peshawar University Road Pump,Shell,Peshawar,KPK,High Speed Diesel,297.27,39.05,11608.39,EasyPaisa,Corporate Fleet
TXN-20253242,2025-11-11,Cnergyico Karachi Multan Road Filling Point,Cnergyico,Karachi,Sindh,Hi-Octane (97 Ron),295.45,87.59,25878.47,JazzCash,individual
TXN-20253243,12/04/2025,Total Parco Islamabad G-11 Markaz Station,Total Parco,Islamabad,Islamabad ICT,Hi-Octane (97 Ron),328.03,143.08,46934.53,credit card,Individual
TXN-20253244,2025-01-19,Attock Petroleum Karachi Industrial Area Pump,Attock Petroleum,Karachi,Sindh,Hi-Octane (97 Ron),302.94,12.33,3735.25,Mobile Wallet,Corporate
TXN-20253245,2025-11-30,Hascol Lahore Ferozepur Road Pump,Hascol,Lahore,Punjab,CNG,210.63,6.31,1329.08,credit card,Agriculture
TXN-20253246,2026-05-07,Shell Faisalabad Mall Road Station,Shell,Faisalabad,Punjab,CNG,219.75,26.73,5873.92,Debit Card,Individual
TXN-20253247,2026-01-05,Cnergyico Islamabad Hub River Road Pump,Cnergyico,Islamabad,Islamabad ICT,High Speed Diesel,289.97,12.37,3586.93,CASH,individual
TXN-20253248,2026-01-02,Shell Karachi F-7 Markaz Pump,Shell,Karachi,Sindh,CNG,203.45,83.17,16920.94,JazzCash,Agriculture
TXN-20253249,2025-01-14,Hascol Sialkot Ferozepur Road Pump,Hascol,Sialkot,Punjab,High Speed Diesel,279.49,90.05,25168.07,Fleet Card,Corporate Fleet
TXN-20253250,29-Jan-26,Cnergyico Karachi Multan Road Filling Point,Cnergyico,Karachi,Sindh,Hi-Octane (97 Ron),302.91,122.0,36955.02,cash,Corporate
TXN-20253251,2026-08-04,Shell Lahore Gulberg Station,Shell,Lahore,Punjab,Hi-Octane (97 Ron),299.8,102.92,30855.42,EasyPaisa,Corporate
TXN-20253252,2026-04-11,Attock Petroleum Quetta Khyber Pass Pump,Attock Petroleum,Quetta,Balochistan,Super (92 Ron),278.59,134.4,37442.5,cash,Individual
TXN-20253253,2026-05-04,Cnergyico Peshawar Hub River Road Pump,Cnergyico,Peshawar,KPK,Super (92 Ron),282.94,142.88,40426.47,Fleet Card,Government
TXN-20253254,2025-04-07,Total Parco Rawalpindi G-11 Markaz Station,Total Parco,Rawalpindi,Punjab,CNG,210.26,52.59,11057.57,Fleet Card,Individual
TXN-20253255,2026-03-01,Total Parco Rawalpindi G-11 Markaz Station,Total Parco,Rawalpindi,Punjab,Hi-Octane (97 Ron),308.88,19.56,6041.69,Debit Card,Agriculture
TXN-20253256,2026-06-26,Hascol Multan Hayatabad Filling Station,Hascol,Multan,Punjab,CNG,204.16,10125.26,2067173.08,Credit Card,Corporate
TXN-20253257,2025-12-24,Total Parco Rawalpindi Shahrah-e-Faisal Point,Total Parco,Rawalpindi,Punjab,High Speed Diesel,271.53,41.1,11159.88,Credit Card,individual
TXN-20253258,26-May-25,Cnergyico Faisalabad Multan Road Filling Point,Cnergyico,Faisalabad,Punjab,Super (92 Ron),285.24,50.91,14521.57,JazzCash,Individual
TXN-20253259,2025-05-29,Hascol Quetta Hayatabad Filling Station,Hascol,Quetta,Balochistan,CNG,210.21,4187.91,880340.56,Cash,Agriculture
TXN-20253260,2025-04-28,Shell Faisalabad University Road Pump,Shell,Faisalabad,Punjab,Super (92 Ron),278.54,43.95,12241.83,Cash,Individual
TXN-20253261,2025-11-17,Cnergyico Multan Multan Road Filling Point,Cnergyico,Multan,Punjab,Hi-Octane (97 Ron),325.27,79.53,25868.72,cash,Corporate
TXN-20253262,2025-08-13,Hascol Peshawar Super Highway Station,Hascol,Peshawar,KPK,Super (92 Ron),275.0,13.44,,Cash,Government
TXN-20253263,2026-05-21,Cnergyico Quetta Hub River Road Pump,Cnergyico,Quetta,Balochistan,High Speed Diesel,299.78,31.51,9446.07,Credit Card,Government
TXN-20253264,2026-05-13,Hascol Rawalpindi Ferozepur Road Pump,Hascol,Rawalpindi,Punjab,Super (92 Ron),279.72,26.72,7474.12,Debit Card,Corporate Fleet
TXN-20253265,2026-05-26,Attock Petroleum Lahore Saddar Filling Station,Attock Petroleum,Lahore,Punjab,High Speed Diesel,275.68,143.73,39623.49,cash,Corporate
TXN-20253266,2026-06-15,Attock Petroleum Islamabad Industrial Area Pump,Attock Petroleum,Islamabad,Islamabad ICT,CNG,216.67,122.72,26589.74,Cash,individual
TXN-20253267,2025-03-14,Cnergyico Lahore Hub River Road Pump,Cnergyico,Lahore,Punjab,CNG,216.08,15.68,3388.13,Debit Card,Corporate
TXN-20253268,2025-11-26,Hascol Islamabad Super Highway Station,Hascol,Islamabad,Islamabad ICT,Hi-Octane (97 Ron),303.55,73.4,22280.57,Credit Card,Individual
TXN-20253269,10-Mar-25,Hascol Karachi Super Highway Station,Hascol,Karachi,Sindh,CNG,218.39,105.54,23048.88,Debit Card,Corporate
TXN-20253270,2025-10-17,PSO Multan Blue Area Station,PSO,Multan,Punjab,Hi-Octane (97 Ron),310.42,77.1,23933.38,Mobile Wallet,Government
TXN-20253271,2026-04-07,PSO Quetta Blue Area Station,PSO,Quetta,Balochistan,Hi-Octane (97 Ron),328.86,91.3,30024.92,Mobile Wallet,Corporate
TXN-20253272,2025-02-18,Hascol Faisalabad Super Highway Station,Hascol,Faisalabad,Punjab,CNG,212.35,51.76,10991.24,Fleet Card,Corporate
TXN-20253273,2026-07-22,Total Parco Peshawar G-11 Markaz Station,Total Parco,Peshawar,KPK,Super (92 Ron),278.27,56.02,15588.69,CASH,Individual
TXN-20253274,08/07/2026,Shell Multan Gulberg Station,Shell,Multan,Punjab,Hi-Octane (97 Ron),305.68,48.46,14813.25,EasyPaisa,Government
TXN-20253275,2025-06-04,Shell Multan Mall Road Station,Shell,Multan,Punjab,Hi-Octane (97 Ron),-99.0,68.92,-6823.08,Credit Card,individual
TXN-20253276,2026-02-10,Hascol Rawalpindi Super Highway Station,Hascol,Rawalpindi,Punjab,High Speed Diesel,292.92,133.35,39060.88,EasyPaisa,Individual
TXN-20253277,2026-07-05,Attock Petroleum Karachi Motorway Service Area,Attock Petroleum,Karachi,Sindh,High Speed Diesel,278.77,5010.95,1396902.53,Cash,Government
TXN-20253278,21/01/2025,PSO Sialkot Lytton Road Pump,PSO,Sialkot,Punjab,Hi-Octane (97 Ron),299.2,54.3,16246.56,Debit Card,Corporate
TXN-20253279,2025-09-21,PSO Lahore GT Road Service,PSO,Lahore,Punjab,High Speed Diesel,271.08,22.05,5977.31,credit card,Individual
TXN-20253280,2025-04-01,PSO Quetta Clifton Service Station,PSO,Quetta,Balochistan,Super (92 Ron),278.75,56.87,15852.51,CASH,
TXN-20253281,2026-03-07,PSO Karachi Cantt Filling Point,PSO,Karachi,Sindh,Super (92 Ron),272.78,39.22,10698.43,Mobile Wallet,Agriculture
TXN-20253282,2025-07-15,Attock Petroleum Peshawar Motorway Service Area,Attock Petroleum,Peshawar,KPK,High Speed Diesel,300.17,114.66,34417.49,EasyPaisa,Individual
